metric,method_a,method_b,topics_total,censored_topics,status,topics_used,note,nonzero_pairs,mean_difference,bootstrap_ci_low,bootstrap_ci_high,bca_ci_low,bca_ci_high,bca_status,bca_warning,interval_disagreement,maximum_endpoint_shift,difference_C12,difference_C15,difference_C16,difference_C18,difference_GCRIM,bootstrap_resamples,analysis_seed,exact_sign_flip_p,wilcoxon_exact_p,minimum_two_sided_p
batch_effort_at_75,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_75,uncertainty,auto_tar,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_75,uncertainty,fixed_20,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_75,uncertainty,explore_10,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_75,auto_tar,fixed_20,5,,OBSERVED,5,Exact sign-flip is primary. Both bootstrap variants are exploratory and unreliable with five topics; agreement does not establish coverage; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,97.6,30.6,173.8,34.266666666666666,185.99999999999997,OBSERVED,,BELOW_DIAGNOSTIC_THRESHOLD,12.19999999999996,76.66666666666667,244.66666666666666,-11.0,119.33333333333333,58.333333333333336,10000.0,20260907.0,0.125,0.125,0.0625
batch_effort_at_75,auto_tar,explore_10,5,,OBSERVED,5,Exact sign-flip is primary. Both bootstrap variants are exploratory and unreliable with five topics; agreement does not establish coverage; nonsignificance is not equivalence. Minimum attainable two-sided p=0.125 exceeds 0.05 for 4 nonzero pairs.,4.0,-125.46666666666667,-250.0,-30.266666666666662,-271.6,-36.8,OBSERVED,,BELOW_DIAGNOSTIC_THRESHOLD,21.600000000000023,0.0,-368.0,-19.0,-113.33333333333333,-127.0,10000.0,20260907.0,0.125,0.125,0.125
batch_effort_at_75,fixed_20,explore_10,5,,OBSERVED,5,Exact sign-flip is primary. Both bootstrap variants are exploratory and unreliable with five topics; agreement does not establish coverage; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-223.06666666666666,-429.4666666666666,-66.66666666666666,-460.6666666666667,-84.66666666666669,OBSERVED,,BELOW_DIAGNOSTIC_THRESHOLD,31.200000000000102,-76.66666666666667,-612.6666666666666,-8.0,-232.66666666666666,-185.33333333333334,10000.0,20260907.0,0.0625,0.0625,0.0625
batch_effort_at_80,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,random,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,uncertainty,auto_tar,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,uncertainty,fixed_20,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,uncertainty,explore_10,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_80,auto_tar,fixed_20,5,,OBSERVED,5,Exact sign-flip is primary. Both bootstrap variants are exploratory and unreliable with five topics; agreement does not establish coverage; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,132.73333333333332,53.26666666666667,251.86666666666665,60.93333333333332,294.91429296340084,OBSERVED,,BELOW_DIAGNOSTIC_THRESHOLD,43.047626296734194,94.66666666666667,359.3333333333333,28.333333333333332,122.66666666666667,58.666666666666664,10000.0,20260907.0,0.0625,0.0625,0.0625
batch_effort_at_80,auto_tar,explore_10,5,,OBSERVED,5,Exact sign-flip is primary. Both bootstrap variants are exploratory and unreliable with five topics; agreement does not establish coverage; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-94.8,-157.8,-24.933333333333334,-156.8,-23.933333333333334,OBSERVED,,BELOW_DIAGNOSTIC_THRESHOLD,1.0,-25.666666666666668,-135.0,13.666666666666666,-187.0,-140.0,10000.0,20260907.0,0.125,0.125,0.0625
batch_effort_at_80,fixed_20,explore_10,5,,OBSERVED,5,Exact sign-flip is primary. Both bootstrap variants are exploratory and unreliable with five topics; agreement does not establish coverage; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-227.53333333333333,-376.06666666666666,-93.73333333333332,-383.53333333333336,-109.4,OBSERVED,,BELOW_DIAGNOSTIC_THRESHOLD,15.666666666666686,-120.33333333333333,-494.3333333333333,-14.666666666666666,-309.6666666666667,-198.66666666666666,10000.0,20260907.0,0.0625,0.0625,0.0625
batch_effort_at_90,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,random,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,uncertainty,auto_tar,5,"C12,C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,uncertainty,fixed_20,5,"C12,C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,uncertainty,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,auto_tar,fixed_20,5,,OBSERVED,5,Exact sign-flip is primary. Both bootstrap variants are exploratory and unreliable with five topics; agreement does not establish coverage; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,193.93333333333334,107.8,302.33333333333337,115.46666666666667,314.8666666666667,OBSERVED,,BELOW_DIAGNOSTIC_THRESHOLD,12.533333333333303,67.33333333333333,397.0,122.0,160.33333333333334,223.0,10000.0,20260907.0,0.0625,0.0625,0.0625
batch_effort_at_90,auto_tar,explore_10,5,C16,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
batch_effort_at_90,fixed_20,explore_10,5,C16,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,random,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,uncertainty,auto_tar,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,uncertainty,fixed_20,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,uncertainty,explore_10,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_75,auto_tar,fixed_20,5,,OBSERVED,5,Exact sign-flip is primary. Both bootstrap variants are exploratory and unreliable with five topics; agreement does not establish coverage; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,0.0008466888418506199,-0.0003887856926865091,0.002205998819243452,-0.00030814866012930723,0.0022722363817011533,OBSERVED,,BELOW_DIAGNOSTIC_THRESHOLD,8.063703255720188e-05,0.001324751249154031,0.003283079182686077,-0.001151957607960027,0.0005903782740795139,0.0001871931112935044,10000.0,20260907.0,0.3125,0.3125,0.0625
depth_fraction_at_75,auto_tar,explore_10,5,,OBSERVED,5,Exact sign-flip is primary. Both bootstrap variants are exploratory and unreliable with five topics; agreement does not establish coverage; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.004086569614238196,-0.007136377381312367,-0.0014169078577908334,-0.007971546647083386,-0.0017538554581191415,OBSERVED,,BELOW_DIAGNOSTIC_THRESHOLD,0.0008351692657710191,-0.0006767750946765159,-0.009849237548058231,-0.000979163966766023,-0.005155010295621121,-0.0037726611660690887,10000.0,20260907.0,0.0625,0.0625,0.0625
depth_fraction_at_75,fixed_20,explore_10,5,,OBSERVED,5,Exact sign-flip is primary. Both bootstrap variants are exploratory and unreliable with five topics; agreement does not establish coverage; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.004933258456088816,-0.00942877302115282,-0.0014802655262286348,-0.009820438607859232,-0.0018805707949947441,OBSERVED,,BELOW_DIAGNOSTIC_THRESHOLD,0.0004003052687661093,-0.002001526343830547,-0.013132316730744309,0.00017279364119400406,-0.005745388569700635,-0.0039598542773625935,10000.0,20260907.0,0.125,0.125,0.0625
depth_fraction_at_80,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,random,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,seed_similarity,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,seed_similarity,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,seed_similarity,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,seed_similarity,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,seed_similarity,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,frozen_svm,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,frozen_svm,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,frozen_svm,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,frozen_svm,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,uncertainty,auto_tar,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,uncertainty,fixed_20,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,uncertainty,explore_10,5,"C15,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_80,auto_tar,fixed_20,5,,OBSERVED,5,Exact sign-flip is primary. Both bootstrap variants are exploratory and unreliable with five topics; agreement does not establish coverage; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,0.0019007300531340447,0.0006738952006566159,0.003481791870059181,0.000725733293014817,0.0037985802122481893,OBSERVED,,BELOW_DIAGNOSTIC_THRESHOLD,0.00031678834218900817,0.0027790977292035655,0.004622229901939608,0.0005039814534825119,0.0007631719152735179,0.0008351692657710196,10000.0,20260907.0,0.0625,0.0625,0.0625
depth_fraction_at_80,auto_tar,explore_10,5,,OBSERVED,5,Exact sign-flip is primary. Both bootstrap variants are exploratory and unreliable with five topics; agreement does not establish coverage; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.0036545855112531857,-0.006796549886964159,-0.0006710153066367159,-0.0072544530361282715,-0.0008754877820496207,OBSERVED,,BELOW_DIAGNOSTIC_THRESHOLD,0.00045790314916411244,-0.0005471798637810128,-0.009186861923481216,0.00047518251328351117,-0.005802986450098637,-0.0032110818321885756,10000.0,20260907.0,0.125,0.125,0.0625
depth_fraction_at_80,fixed_20,explore_10,5,,OBSERVED,5,Exact sign-flip is primary. Both bootstrap variants are exploratory and unreliable with five topics; agreement does not establish coverage; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.00555531556438723,-0.01026394228692384,-0.0020072861318703467,-0.010911918441401356,-0.0022952755338603538,OBSERVED,,BELOW_DIAGNOSTIC_THRESHOLD,0.0006479761544775156,-0.003326277592984578,-0.013809091825420824,-2.8798940199000676e-05,-0.006566158365372154,-0.004046251097959595,10000.0,20260907.0,0.0625,0.0625,0.0625
depth_fraction_at_90,random,seed_similarity,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_90,random,frozen_svm,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_90,random,uncertainty,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_90,random,auto_tar,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_90,random,fixed_20,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
depth_fraction_at_90,random,explore_10,5,"C12,C15,C16,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,,,,,,,,,,,,
